Date,News Title,News Description,Source,Sentiment,URL,Type
2021-03-12,rises: Market reacts to earnings reports with negative trend,"On 2021-03-12, Indian stock markets showed negative movement. rises: Market reacts to earnings reports with negative trend. The BSE Sensex showed rises of 500 points. This was primarily driven by earnings reports.",NDTV Profit,Negative,https://example.com/news/20210312/2,Synthetic Historical
2021-03-12,dips: Market reacts to political developments with mixed trend,"On 2021-03-12, Indian stock markets showed mixed movement. dips: Market reacts to political developments with mixed trend. The NSE Nifty showed dips of 200 points. This was primarily driven by political developments.",Live Mint,Neutral,https://example.com/news/20210312/1,Synthetic Historical
2021-03-12,Stock market surges: foreign investments leads to mixed in indices,"On 2021-03-12, Indian stock markets showed mixed movement. Stock market surges: foreign investments leads to mixed in indices. The BSE Sensex showed surges of 700 points. This was primarily driven by foreign investments.",NDTV Profit,Neutral,https://example.com/news/20210312/0,Synthetic Historical
2021-03-12,dips: Market reacts to corporate announcements with positive trend,"On 2021-03-12, Indian stock markets showed positive movement. dips: Market reacts to corporate announcements with positive trend. The BSE Sensex showed dips of 600 points. This was primarily driven by corporate announcements.",CNBC TV18,Positive,https://example.com/news/20210312/3,Synthetic Historical
2021-03-12,falls: Market reacts to global markets with positive trend,"On 2021-03-12, Indian stock markets showed positive movement. falls: Market reacts to global markets with positive trend. The BSE Sensex showed falls of 600 points. This was primarily driven by global markets.",Economic Times,Positive,https://example.com/news/20210312/4,Synthetic Historical
2021-03-11,Market declines: currency movements sector shows mixed performance,"On 2021-03-11, Indian stock markets showed mixed movement. Market declines: currency movements sector shows mixed performance. The BSE Sensex showed declines of 400 points. This was primarily driven by currency movements.",Business Standard,Neutral,https://example.com/news/20210311/2,Synthetic Historical
2021-03-11,"BSE, NSE rises: 50 influences trading","On 2021-03-11, Indian stock markets showed positive movement. BSE, NSE rises: 50 influences trading. The BSE Sensex showed rises of 50 points. This was primarily driven by commodity prices.",CNBC TV18,Positive,https://example.com/news/20210311/1,Synthetic Historical
2021-03-11,Market declines: corporate announcements sector shows negative performance,"On 2021-03-11, Indian stock markets showed negative movement. Market declines: corporate announcements sector shows negative performance. The BSE Sensex showed declines of 200 points. This was primarily driven by corporate announcements.",Reuters,Neutral,https://example.com/news/20210311/0,Synthetic Historical
2021-03-10,"RBI policy decision: plunges rates, markets 200","On 2021-03-10, Indian stock markets showed positive movement. RBI policy decision: plunges rates, markets 200. The NSE Nifty showed plunges of 200 points. This was primarily driven by corporate announcements.",Bloomberg,Positive,https://example.com/news/20210310/4,Synthetic Historical
2021-03-10,Indian shares jumps amid 200 developments,"On 2021-03-10, Indian stock markets showed steady movement. Indian shares jumps amid 200 developments. The NSE Nifty showed jumps of 200 points. This was primarily driven by commodity prices.",Bloomberg,Positive,https://example.com/news/20210310/3,Synthetic Historical
2021-03-10,Indian shares jumps amid 100 developments,"On 2021-03-10, Indian stock markets showed positive movement. Indian shares jumps amid 100 developments. The NSE Nifty showed jumps of 100 points. This was primarily driven by currency movements.",ET Now,Positive,https://example.com/news/20210310/2,Synthetic Historical
2021-03-10,Global cues lead to rises in Indian markets: 500,"On 2021-03-10, Indian stock markets showed mixed movement. Global cues lead to rises in Indian markets: 500. The BSE Sensex showed rises of 500 points. This was primarily driven by corporate announcements.",CNBC TV18,Neutral,https://example.com/news/20210310/1,Synthetic Historical
2021-03-10,Rupee plunges against dollar as markets 700,"On 2021-03-10, Indian stock markets showed mixed movement. Rupee plunges against dollar as markets 700. The BSE Sensex showed plunges of 700 points. This was primarily driven by foreign investments.",MoneyControl,Neutral,https://example.com/news/20210310/0,Synthetic Historical
2021-03-09,Global cues lead to jumps in Indian markets: 100,"On 2021-03-09, Indian stock markets showed volatile movement. Global cues lead to jumps in Indian markets: 100. The BSE Sensex showed jumps of 100 points. This was primarily driven by corporate announcements.",CNBC TV18,Neutral,https://example.com/news/20210309/1,Synthetic Historical
2021-03-09,"BSE, NSE gains: 50 influences trading","On 2021-03-09, Indian stock markets showed positive movement. BSE, NSE gains: 50 influences trading. The BSE Sensex showed gains of 50 points. This was primarily driven by economic data.",Economic Times,Positive,https://example.com/news/20210309/0,Synthetic Historical
2021-03-09,Stock market gains: economic data leads to volatile in indices,"On 2021-03-09, Indian stock markets showed volatile movement. Stock market gains: economic data leads to volatile in indices. The BSE Sensex showed gains of 600 points. This was primarily driven by economic data.",NDTV Profit,Positive,https://example.com/news/20210309/2,Synthetic Historical
2021-03-08,"RBI policy decision: rises rates, markets 100","On 2021-03-08, Indian stock markets showed negative movement. RBI policy decision: rises rates, markets 100. The NSE Nifty showed rises of 100 points. This was primarily driven by global markets.",Bloomberg,Neutral,https://example.com/news/20210308/1,Synthetic Historical
2021-03-08,"RBI policy decision: dips rates, markets 50","On 2021-03-08, Indian stock markets showed volatile movement. RBI policy decision: dips rates, markets 50. The NSE Nifty showed dips of 50 points. This was primarily driven by monetary policy.",Economic Times,Positive,https://example.com/news/20210308/0,Synthetic Historical
2021-03-05,"RBI policy decision: rises rates, markets 400","On 2021-03-05, Indian stock markets showed volatile movement. RBI policy decision: rises rates, markets 400. The BSE Sensex showed rises of 400 points. This was primarily driven by currency movements.",Bloomberg,Positive,https://example.com/news/20210305/3,Synthetic Historical
2021-03-05,Market jumps: sector performance sector shows volatile performance,"On 2021-03-05, Indian stock markets showed volatile movement. Market jumps: sector performance sector shows volatile performance. The BSE Sensex showed jumps of 700 points. This was primarily driven by sector performance.",NDTV Profit,Positive,https://example.com/news/20210305/2,Synthetic Historical
2021-03-05,"Sensex surges points, Nifty regulatory changes as steady","On 2021-03-05, Indian stock markets showed steady movement. Sensex surges points, Nifty regulatory changes as steady. The BSE Sensex showed surges of 300 points. This was primarily driven by regulatory changes.",NDTV Profit,Positive,https://example.com/news/20210305/1,Synthetic Historical
2021-03-05,Global cues lead to declines in Indian markets: 500,"On 2021-03-05, Indian stock markets showed mixed movement. Global cues lead to declines in Indian markets: 500. The NSE Nifty showed declines of 500 points. This was primarily driven by foreign investments.",Bloomberg,Neutral,https://example.com/news/20210305/0,Synthetic Historical
2021-03-04,Global cues lead to falls in Indian markets: 700,"On 2021-03-04, Indian stock markets showed positive movement. Global cues lead to falls in Indian markets: 700. The NSE Nifty showed falls of 700 points. This was primarily driven by currency movements.",Economic Times,Positive,https://example.com/news/20210304/4,Synthetic Historical
2021-03-04,Indian shares gains amid 200 developments,"On 2021-03-04, Indian stock markets showed steady movement. Indian shares gains amid 200 developments. The BSE Sensex showed gains of 200 points. This was primarily driven by economic data.",Financial Express,Positive,https://example.com/news/20210304/3,Synthetic Historical
2021-03-04,falls: Market reacts to economic data with positive trend,"On 2021-03-04, Indian stock markets showed positive movement. falls: Market reacts to economic data with positive trend. The NSE Nifty showed falls of 800 points. This was primarily driven by economic data.",CNBC TV18,Positive,https://example.com/news/20210304/2,Synthetic Historical
2021-03-04,Stock market dips: economic data leads to steady in indices,"On 2021-03-04, Indian stock markets showed steady movement. Stock market dips: economic data leads to steady in indices. The NSE Nifty showed dips of 300 points. This was primarily driven by economic data.",Bloomberg,Positive,https://example.com/news/20210304/1,Synthetic Historical
2021-03-04,"RBI policy decision: rises rates, markets 500","On 2021-03-04, Indian stock markets showed mixed movement. RBI policy decision: rises rates, markets 500. The NSE Nifty showed rises of 500 points. This was primarily driven by foreign investments.",CNBC TV18,Neutral,https://example.com/news/20210304/0,Synthetic Historical
2021-03-03,"RBI policy decision: rises rates, markets 400","On 2021-03-03, Indian stock markets showed steady movement. RBI policy decision: rises rates, markets 400. The NSE Nifty showed rises of 400 points. This was primarily driven by global markets.",Reuters,Positive,https://example.com/news/20210303/2,Synthetic Historical
2021-03-03,"RBI policy decision: rises rates, markets 600","On 2021-03-03, Indian stock markets showed positive movement. RBI policy decision: rises rates, markets 600. The BSE Sensex showed rises of 600 points. This was primarily driven by global markets.",Reuters,Positive,https://example.com/news/20210303/1,Synthetic Historical
2021-03-03,Market declines: economic data sector shows steady performance,"On 2021-03-03, Indian stock markets showed steady movement. Market declines: economic data sector shows steady performance. The BSE Sensex showed declines of 100 points. This was primarily driven by economic data.",ET Now,Positive,https://example.com/news/20210303/0,Synthetic Historical
2021-03-02,"Sensex rises points, Nifty currency movements as negative","On 2021-03-02, Indian stock markets showed negative movement. Sensex rises points, Nifty currency movements as negative. The NSE Nifty showed rises of 800 points. This was primarily driven by currency movements.",Bloomberg,Negative,https://example.com/news/20210302/0,Synthetic Historical
2021-03-02,Global cues lead to gains in Indian markets: 400,"On 2021-03-02, Indian stock markets showed negative movement. Global cues lead to gains in Indian markets: 400. The BSE Sensex showed gains of 400 points. This was primarily driven by budget announcements.",Live Mint,Neutral,https://example.com/news/20210302/1,Synthetic Historical
2021-03-02,"declines companies report corporate announcements earnings, impacting negative","On 2021-03-02, Indian stock markets showed negative movement. declines companies report corporate announcements earnings, impacting negative. The BSE Sensex showed declines of 800 points. This was primarily driven by corporate announcements.",Live Mint,Neutral,https://example.com/news/20210302/2,Synthetic Historical
2021-03-02,Market dips: commodity prices sector shows volatile performance,"On 2021-03-02, Indian stock markets showed volatile movement. Market dips: commodity prices sector shows volatile performance. The NSE Nifty showed dips of 200 points. This was primarily driven by commodity prices.",Business Standard,Positive,https://example.com/news/20210302/3,Synthetic Historical
2021-03-01,Indian shares declines amid 200 developments,"On 2021-03-01, Indian stock markets showed mixed movement. Indian shares declines amid 200 developments. The NSE Nifty showed declines of 200 points. This was primarily driven by regulatory changes.",MoneyControl,Positive,https://example.com/news/20210301/1,Synthetic Historical
2021-03-01,Indian shares gains amid 50 developments,"On 2021-03-01, Indian stock markets showed mixed movement. Indian shares gains amid 50 developments. The BSE Sensex showed gains of 50 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20210301/0,Synthetic Historical
2021-02-26,Global cues lead to gains in Indian markets: 800,"On 2021-02-26, Indian stock markets showed steady movement. Global cues lead to gains in Indian markets: 800. The BSE Sensex showed gains of 800 points. This was primarily driven by regulatory changes.",ET Now,Positive,https://example.com/news/20210226/3,Synthetic Historical
2021-02-26,Rupee jumps against dollar as markets 500,"On 2021-02-26, Indian stock markets showed volatile movement. Rupee jumps against dollar as markets 500. The BSE Sensex showed jumps of 500 points. This was primarily driven by corporate announcements.",Live Mint,Positive,https://example.com/news/20210226/2,Synthetic Historical
2021-02-26,Stock market plunges: sector performance leads to volatile in indices,"On 2021-02-26, Indian stock markets showed volatile movement. Stock market plunges: sector performance leads to volatile in indices. The NSE Nifty showed plunges of 500 points. This was primarily driven by sector performance.",Live Mint,Positive,https://example.com/news/20210226/1,Synthetic Historical
2021-02-26,"RBI policy decision: declines rates, markets 800","On 2021-02-26, Indian stock markets showed volatile movement. RBI policy decision: declines rates, markets 800. The BSE Sensex showed declines of 800 points. This was primarily driven by sector performance.",Financial Express,Positive,https://example.com/news/20210226/0,Synthetic Historical
2021-02-25,"Sensex rises points, Nifty regulatory changes as mixed","On 2021-02-25, Indian stock markets showed mixed movement. Sensex rises points, Nifty regulatory changes as mixed. The NSE Nifty showed rises of 600 points. This was primarily driven by regulatory changes.",Economic Times,Neutral,https://example.com/news/20210225/2,Synthetic Historical
2021-02-25,Global cues lead to gains in Indian markets: 50,"On 2021-02-25, Indian stock markets showed steady movement. Global cues lead to gains in Indian markets: 50. The NSE Nifty showed gains of 50 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20210225/1,Synthetic Historical
2021-02-25,Rupee declines against dollar as markets 700,"On 2021-02-25, Indian stock markets showed mixed movement. Rupee declines against dollar as markets 700. The BSE Sensex showed declines of 700 points. This was primarily driven by regulatory changes.",ET Now,Positive,https://example.com/news/20210225/0,Synthetic Historical
2021-02-24,Stock market jumps: economic data leads to negative in indices,"On 2021-02-24, Indian stock markets showed negative movement. Stock market jumps: economic data leads to negative in indices. The NSE Nifty showed jumps of 300 points. This was primarily driven by economic data.",Reuters,Neutral,https://example.com/news/20210224/4,Synthetic Historical
2021-02-24,"falls companies report sector performance earnings, impacting steady","On 2021-02-24, Indian stock markets showed steady movement. falls companies report sector performance earnings, impacting steady. The BSE Sensex showed falls of 100 points. This was primarily driven by sector performance.",Economic Times,Positive,https://example.com/news/20210224/3,Synthetic Historical
2021-02-24,"Sensex plunges points, Nifty earnings reports as positive","On 2021-02-24, Indian stock markets showed positive movement. Sensex plunges points, Nifty earnings reports as positive. The NSE Nifty showed plunges of 700 points. This was primarily driven by earnings reports.",Financial Express,Positive,https://example.com/news/20210224/2,Synthetic Historical
2021-02-24,Rupee plunges against dollar as markets 600,"On 2021-02-24, Indian stock markets showed negative movement. Rupee plunges against dollar as markets 600. The NSE Nifty showed plunges of 600 points. This was primarily driven by political developments.",CNBC TV18,Neutral,https://example.com/news/20210224/1,Synthetic Historical
2021-02-24,"Sensex dips points, Nifty monetary policy as volatile","On 2021-02-24, Indian stock markets showed volatile movement. Sensex dips points, Nifty monetary policy as volatile. The BSE Sensex showed dips of 500 points. This was primarily driven by monetary policy.",Business Standard,Positive,https://example.com/news/20210224/0,Synthetic Historical
2021-02-23,Indian shares dips amid 100 developments,"On 2021-02-23, Indian stock markets showed negative movement. Indian shares dips amid 100 developments. The NSE Nifty showed dips of 100 points. This was primarily driven by global markets.",MoneyControl,Neutral,https://example.com/news/20210223/2,Synthetic Historical
2021-02-23,"RBI policy decision: gains rates, markets 200","On 2021-02-23, Indian stock markets showed mixed movement. RBI policy decision: gains rates, markets 200. The BSE Sensex showed gains of 200 points. This was primarily driven by global markets.",Reuters,Positive,https://example.com/news/20210223/1,Synthetic Historical
2021-02-23,"surges companies report regulatory changes earnings, impacting positive","On 2021-02-23, Indian stock markets showed positive movement. surges companies report regulatory changes earnings, impacting positive. The NSE Nifty showed surges of 50 points. This was primarily driven by regulatory changes.",CNBC TV18,Positive,https://example.com/news/20210223/0,Synthetic Historical
2021-02-23,rises: Market reacts to global markets with steady trend,"On 2021-02-23, Indian stock markets showed steady movement. rises: Market reacts to global markets with steady trend. The BSE Sensex showed rises of 200 points. This was primarily driven by global markets.",Live Mint,Positive,https://example.com/news/20210223/3,Synthetic Historical
2021-02-22,Stock market gains: commodity prices leads to negative in indices,"On 2021-02-22, Indian stock markets showed negative movement. Stock market gains: commodity prices leads to negative in indices. The BSE Sensex showed gains of 200 points. This was primarily driven by commodity prices.",Live Mint,Negative,https://example.com/news/20210222/2,Synthetic Historical
2021-02-22,dips: Market reacts to corporate announcements with mixed trend,"On 2021-02-22, Indian stock markets showed mixed movement. dips: Market reacts to corporate announcements with mixed trend. The BSE Sensex showed dips of 100 points. This was primarily driven by corporate announcements.",CNBC TV18,Neutral,https://example.com/news/20210222/1,Synthetic Historical
2021-02-22,Indian shares declines amid 600 developments,"On 2021-02-22, Indian stock markets showed mixed movement. Indian shares declines amid 600 developments. The NSE Nifty showed declines of 600 points. This was primarily driven by foreign investments.",MoneyControl,Neutral,https://example.com/news/20210222/0,Synthetic Historical
2021-02-19,"RBI policy decision: surges rates, markets 800","On 2021-02-19, Indian stock markets showed steady movement. RBI policy decision: surges rates, markets 800. The BSE Sensex showed surges of 800 points. This was primarily driven by foreign investments.",Economic Times,Positive,https://example.com/news/20210219/3,Synthetic Historical
2021-02-19,"BSE, NSE falls: 50 influences trading","On 2021-02-19, Indian stock markets showed positive movement. BSE, NSE falls: 50 influences trading. The BSE Sensex showed falls of 50 points. This was primarily driven by corporate announcements.",Business Standard,Positive,https://example.com/news/20210219/2,Synthetic Historical
2021-02-19,Rupee plunges against dollar as markets 300,"On 2021-02-19, Indian stock markets showed steady movement. Rupee plunges against dollar as markets 300. The BSE Sensex showed plunges of 300 points. This was primarily driven by corporate announcements.",Reuters,Positive,https://example.com/news/20210219/1,Synthetic Historical
2021-02-19,"RBI policy decision: surges rates, markets 100","On 2021-02-19, Indian stock markets showed mixed movement. RBI policy decision: surges rates, markets 100. The NSE Nifty showed surges of 100 points. This was primarily driven by budget announcements.",Economic Times,Positive,https://example.com/news/20210219/0,Synthetic Historical
2021-02-18,Stock market declines: currency movements leads to positive in indices,"On 2021-02-18, Indian stock markets showed positive movement. Stock market declines: currency movements leads to positive in indices. The BSE Sensex showed declines of 50 points. This was primarily driven by currency movements.",ET Now,Positive,https://example.com/news/20210218/0,Synthetic Historical
2021-02-18,Global cues lead to gains in Indian markets: 500,"On 2021-02-18, Indian stock markets showed steady movement. Global cues lead to gains in Indian markets: 500. The NSE Nifty showed gains of 500 points. This was primarily driven by economic data.",Reuters,Positive,https://example.com/news/20210218/1,Synthetic Historical
2021-02-18,Rupee rises against dollar as markets 200,"On 2021-02-18, Indian stock markets showed volatile movement. Rupee rises against dollar as markets 200. The BSE Sensex showed rises of 200 points. This was primarily driven by earnings reports.",Reuters,Positive,https://example.com/news/20210218/2,Synthetic Historical
2021-02-17,jumps: Market reacts to foreign investments with volatile trend,"On 2021-02-17, Indian stock markets showed volatile movement. jumps: Market reacts to foreign investments with volatile trend. The BSE Sensex showed jumps of 500 points. This was primarily driven by foreign investments.",MoneyControl,Neutral,https://example.com/news/20210217/4,Synthetic Historical
2021-02-17,Indian shares jumps amid 200 developments,"On 2021-02-17, Indian stock markets showed positive movement. Indian shares jumps amid 200 developments. The NSE Nifty showed jumps of 200 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20210217/3,Synthetic Historical
2021-02-17,jumps: Market reacts to corporate announcements with steady trend,"On 2021-02-17, Indian stock markets showed steady movement. jumps: Market reacts to corporate announcements with steady trend. The BSE Sensex showed jumps of 50 points. This was primarily driven by corporate announcements.",Financial Express,Positive,https://example.com/news/20210217/2,Synthetic Historical
2021-02-17,Rupee gains against dollar as markets 100,"On 2021-02-17, Indian stock markets showed positive movement. Rupee gains against dollar as markets 100. The NSE Nifty showed gains of 100 points. This was primarily driven by economic data.",NDTV Profit,Positive,https://example.com/news/20210217/1,Synthetic Historical
2021-02-17,Stock market declines: budget announcements leads to steady in indices,"On 2021-02-17, Indian stock markets showed steady movement. Stock market declines: budget announcements leads to steady in indices. The NSE Nifty showed declines of 400 points. This was primarily driven by budget announcements.",Economic Times,Positive,https://example.com/news/20210217/0,Synthetic Historical
2021-02-16,dips: Market reacts to regulatory changes with negative trend,"On 2021-02-16, Indian stock markets showed negative movement. dips: Market reacts to regulatory changes with negative trend. The BSE Sensex showed dips of 200 points. This was primarily driven by regulatory changes.",Reuters,Negative,https://example.com/news/20210216/2,Synthetic Historical
2021-02-16,jumps: Market reacts to earnings reports with mixed trend,"On 2021-02-16, Indian stock markets showed mixed movement. jumps: Market reacts to earnings reports with mixed trend. The BSE Sensex showed jumps of 600 points. This was primarily driven by earnings reports.",Reuters,Neutral,https://example.com/news/20210216/1,Synthetic Historical
2021-02-16,Rupee declines against dollar as markets 50,"On 2021-02-16, Indian stock markets showed negative movement. Rupee declines against dollar as markets 50. The NSE Nifty showed declines of 50 points. This was primarily driven by currency movements.",MoneyControl,Neutral,https://example.com/news/20210216/0,Synthetic Historical
2021-02-15,"plunges companies report global markets earnings, impacting volatile","On 2021-02-15, Indian stock markets showed volatile movement. plunges companies report global markets earnings, impacting volatile. The NSE Nifty showed plunges of 400 points. This was primarily driven by global markets.",ET Now,Neutral,https://example.com/news/20210215/0,Synthetic Historical
2021-02-15,Global cues lead to plunges in Indian markets: 400,"On 2021-02-15, Indian stock markets showed steady movement. Global cues lead to plunges in Indian markets: 400. The NSE Nifty showed plunges of 400 points. This was primarily driven by budget announcements.",Bloomberg,Positive,https://example.com/news/20210215/1,Synthetic Historical
2021-02-12,"BSE, NSE gains: 400 influences trading","On 2021-02-12, Indian stock markets showed mixed movement. BSE, NSE gains: 400 influences trading. The BSE Sensex showed gains of 400 points. This was primarily driven by earnings reports.",ET Now,Positive,https://example.com/news/20210212/0,Synthetic Historical
2021-02-12,surges: Market reacts to foreign investments with steady trend,"On 2021-02-12, Indian stock markets showed steady movement. surges: Market reacts to foreign investments with steady trend. The BSE Sensex showed surges of 600 points. This was primarily driven by foreign investments.",Financial Express,Neutral,https://example.com/news/20210212/1,Synthetic Historical
2021-02-11,"jumps companies report foreign investments earnings, impacting volatile","On 2021-02-11, Indian stock markets showed volatile movement. jumps companies report foreign investments earnings, impacting volatile. The BSE Sensex showed jumps of 600 points. This was primarily driven by foreign investments.",CNBC TV18,Neutral,https://example.com/news/20210211/2,Synthetic Historical
2021-02-11,gains: Market reacts to currency movements with mixed trend,"On 2021-02-11, Indian stock markets showed mixed movement. gains: Market reacts to currency movements with mixed trend. The BSE Sensex showed gains of 300 points. This was primarily driven by currency movements.",MoneyControl,Neutral,https://example.com/news/20210211/1,Synthetic Historical
2021-02-11,"Sensex surges points, Nifty sector performance as volatile","On 2021-02-11, Indian stock markets showed volatile movement. Sensex surges points, Nifty sector performance as volatile. The BSE Sensex showed surges of 50 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20210211/0,Synthetic Historical
2021-02-10,"BSE, NSE rises: 100 influences trading","On 2021-02-10, Indian stock markets showed negative movement. BSE, NSE rises: 100 influences trading. The BSE Sensex showed rises of 100 points. This was primarily driven by commodity prices.",Bloomberg,Neutral,https://example.com/news/20210210/1,Synthetic Historical
2021-02-10,Indian shares falls amid 200 developments,"On 2021-02-10, Indian stock markets showed positive movement. Indian shares falls amid 200 developments. The NSE Nifty showed falls of 200 points. This was primarily driven by political developments.",NDTV Profit,Positive,https://example.com/news/20210210/0,Synthetic Historical
2021-02-09,"Sensex jumps points, Nifty foreign investments as volatile","On 2021-02-09, Indian stock markets showed volatile movement. Sensex jumps points, Nifty foreign investments as volatile. The BSE Sensex showed jumps of 400 points. This was primarily driven by foreign investments.",MoneyControl,Neutral,https://example.com/news/20210209/2,Synthetic Historical
2021-02-09,Global cues lead to declines in Indian markets: 100,"On 2021-02-09, Indian stock markets showed mixed movement. Global cues lead to declines in Indian markets: 100. The BSE Sensex showed declines of 100 points. This was primarily driven by commodity prices.",Live Mint,Neutral,https://example.com/news/20210209/3,Synthetic Historical
2021-02-09,"RBI policy decision: dips rates, markets 400","On 2021-02-09, Indian stock markets showed mixed movement. RBI policy decision: dips rates, markets 400. The BSE Sensex showed dips of 400 points. This was primarily driven by monetary policy.",CNBC TV18,Positive,https://example.com/news/20210209/1,Synthetic Historical
2021-02-09,Indian shares declines amid 50 developments,"On 2021-02-09, Indian stock markets showed steady movement. Indian shares declines amid 50 developments. The NSE Nifty showed declines of 50 points. This was primarily driven by economic data.",Business Standard,Positive,https://example.com/news/20210209/0,Synthetic Historical
2021-02-08,Stock market plunges: sector performance leads to volatile in indices,"On 2021-02-08, Indian stock markets showed volatile movement. Stock market plunges: sector performance leads to volatile in indices. The BSE Sensex showed plunges of 800 points. This was primarily driven by sector performance.",Reuters,Positive,https://example.com/news/20210208/2,Synthetic Historical
2021-02-08,"jumps companies report budget announcements earnings, impacting mixed","On 2021-02-08, Indian stock markets showed mixed movement. jumps companies report budget announcements earnings, impacting mixed. The NSE Nifty showed jumps of 500 points. This was primarily driven by budget announcements.",Business Standard,Neutral,https://example.com/news/20210208/1,Synthetic Historical
2021-02-08,"Sensex plunges points, Nifty foreign investments as positive","On 2021-02-08, Indian stock markets showed positive movement. Sensex plunges points, Nifty foreign investments as positive. The NSE Nifty showed plunges of 400 points. This was primarily driven by foreign investments.",Economic Times,Positive,https://example.com/news/20210208/0,Synthetic Historical
2021-02-08,Global cues lead to surges in Indian markets: 100,"On 2021-02-08, Indian stock markets showed steady movement. Global cues lead to surges in Indian markets: 100. The NSE Nifty showed surges of 100 points. This was primarily driven by economic data.",Bloomberg,Positive,https://example.com/news/20210208/3,Synthetic Historical
2021-02-08,Indian shares dips amid 500 developments,"On 2021-02-08, Indian stock markets showed negative movement. Indian shares dips amid 500 developments. The NSE Nifty showed dips of 500 points. This was primarily driven by budget announcements.",CNBC TV18,Neutral,https://example.com/news/20210208/4,Synthetic Historical
2021-02-05,Indian shares rises amid 600 developments,"On 2021-02-05, Indian stock markets showed positive movement. Indian shares rises amid 600 developments. The NSE Nifty showed rises of 600 points. This was primarily driven by political developments.",Live Mint,Positive,https://example.com/news/20210205/0,Synthetic Historical
2021-02-05,Rupee rises against dollar as markets 800,"On 2021-02-05, Indian stock markets showed mixed movement. Rupee rises against dollar as markets 800. The NSE Nifty showed rises of 800 points. This was primarily driven by economic data.",MoneyControl,Positive,https://example.com/news/20210205/1,Synthetic Historical
2021-02-05,Global cues lead to declines in Indian markets: 100,"On 2021-02-05, Indian stock markets showed steady movement. Global cues lead to declines in Indian markets: 100. The NSE Nifty showed declines of 100 points. This was primarily driven by corporate announcements.",ET Now,Positive,https://example.com/news/20210205/2,Synthetic Historical
2021-02-05,Rupee rises against dollar as markets 300,"On 2021-02-05, Indian stock markets showed negative movement. Rupee rises against dollar as markets 300. The NSE Nifty showed rises of 300 points. This was primarily driven by political developments.",Financial Express,Neutral,https://example.com/news/20210205/3,Synthetic Historical
2021-02-04,Rupee jumps against dollar as markets 800,"On 2021-02-04, Indian stock markets showed mixed movement. Rupee jumps against dollar as markets 800. The BSE Sensex showed jumps of 800 points. This was primarily driven by budget announcements.",Live Mint,Positive,https://example.com/news/20210204/1,Synthetic Historical
2021-02-04,Market falls: global markets sector shows mixed performance,"On 2021-02-04, Indian stock markets showed mixed movement. Market falls: global markets sector shows mixed performance. The NSE Nifty showed falls of 300 points. This was primarily driven by global markets.",Business Standard,Neutral,https://example.com/news/20210204/0,Synthetic Historical
2021-02-03,"Sensex gains points, Nifty political developments as positive","On 2021-02-03, Indian stock markets showed positive movement. Sensex gains points, Nifty political developments as positive. The NSE Nifty showed gains of 300 points. This was primarily driven by political developments.",MoneyControl,Positive,https://example.com/news/20210203/1,Synthetic Historical
2021-02-03,Market surges: budget announcements sector shows positive performance,"On 2021-02-03, Indian stock markets showed positive movement. Market surges: budget announcements sector shows positive performance. The NSE Nifty showed surges of 500 points. This was primarily driven by budget announcements.",Reuters,Positive,https://example.com/news/20210203/0,Synthetic Historical
2021-02-02,Indian shares gains amid 600 developments,"On 2021-02-02, Indian stock markets showed steady movement. Indian shares gains amid 600 developments. The BSE Sensex showed gains of 600 points. This was primarily driven by currency movements.",Business Standard,Positive,https://example.com/news/20210202/3,Synthetic Historical
2021-02-02,"Sensex surges points, Nifty political developments as positive","On 2021-02-02, Indian stock markets showed positive movement. Sensex surges points, Nifty political developments as positive. The BSE Sensex showed surges of 700 points. This was primarily driven by political developments.",ET Now,Positive,https://example.com/news/20210202/2,Synthetic Historical
2021-02-02,"BSE, NSE surges: 700 influences trading","On 2021-02-02, Indian stock markets showed positive movement. BSE, NSE surges: 700 influences trading. The BSE Sensex showed surges of 700 points. This was primarily driven by corporate announcements.",Bloomberg,Positive,https://example.com/news/20210202/1,Synthetic Historical
2021-02-02,"falls companies report budget announcements earnings, impacting negative","On 2021-02-02, Indian stock markets showed negative movement. falls companies report budget announcements earnings, impacting negative. The NSE Nifty showed falls of 800 points. This was primarily driven by budget announcements.",Reuters,Negative,https://example.com/news/20210202/0,Synthetic Historical
2021-02-01,"RBI policy decision: declines rates, markets 50","On 2021-02-01, Indian stock markets showed positive movement. RBI policy decision: declines rates, markets 50. The BSE Sensex showed declines of 50 points. This was primarily driven by budget announcements.",NDTV Profit,Positive,https://example.com/news/20210201/1,Synthetic Historical
2021-02-01,Global cues lead to gains in Indian markets: 800,"On 2021-02-01, Indian stock markets showed steady movement. Global cues lead to gains in Indian markets: 800. The NSE Nifty showed gains of 800 points. This was primarily driven by currency movements.",MoneyControl,Positive,https://example.com/news/20210201/0,Synthetic Historical
2021-01-29,"RBI policy decision: falls rates, markets 700","On 2021-01-29, Indian stock markets showed negative movement. RBI policy decision: falls rates, markets 700. The NSE Nifty showed falls of 700 points. This was primarily driven by commodity prices.",Bloomberg,Neutral,https://example.com/news/20210129/2,Synthetic Historical
